"homeInjuries","visitingInjuries","homeWLP","visitingWLP","homeDiff","visitingDiff","homeLast8WLP","visitingLast8WLP","visitingWLPAsVisitor","homeWLPAsHome","winningTeam"
0.01,1,0.5522388059701493,0.5151515151515151,0.4925373134328339,-1,0.5,0.5,0.5,0.6363636363636364,"HOME"
0.01,2,0.28346456692913385,0.5454545454545454,-6.377952755905511,0.4090909090909207,0.25,0.625,0.375,0.3387096774193548,"HOME"
0.01,0.01,0.47761194029850745,0.582089552238806,-0.5970149253731449,1.2089552238805936,0.75,0.625,0.5483870967741935,0.5806451612903226,"VISITING"
0.01,1,0.2890625,0.3880597014925373,-6.3203125,-1.626865671641795,0.25,0.375,0.2727272727272727,0.3492063492063492,"HOME"
0.01,0.01,0.3283582089552239,0.7878787878787878,-3.7910447761194064,7.560606060606062,0.25,1,0.6666666666666666,0.3939393939393939,"VISITING"
0.01,0.01,0.7611940298507462,0.5652173913043478,8,0.37681159420289134,0.75,0.625,0.4594594594594595,0.875,"HOME"
0.01,0.01,0.5373134328358209,0.5074626865671642,3.1791044776119435,-0.7014925373134275,0.625,0.25,0.29411764705882354,0.6875,"HOME"
1,0.01,0.6764705882352942,0.3939393939393939,6.279411764705884,-3.606060606060609,0.5,0.375,0.20689655172413793,0.7647058823529411,"HOME"
0.01,0.01,0.3382352941176471,0.3484848484848485,-5.911764705882362,-2.575757575757578,0.25,0.5,0.16129032258064516,0.48484848484848486,"VISITING"
1,2,0.6818181818181818,0.7352941176470589,4.2272727272727195,9.205882352941174,0.75,0.75,0.6060606060606061,0.7647058823529411,"HOME"
1,0.01,0.6,0.2647058823529412,2.723076923076931,-6.588235294117638,0.375,0.25,0.24242424242424243,0.6875,"HOME"
1,0.01,0.5454545454545454,0.4626865671641791,0.5151515151515156,-1.4328358208955194,0.375,0.375,0.2647058823529412,0.5454545454545454,"VISITING"
1,1,0.6811594202898551,0.3880597014925373,4.927536231884048,-3.985074626865668,1,0.375,0.2,0.9090909090909091,"HOME"
0.01,0.01,0.35294117647058826,0.35384615384615387,-5.117647058823536,-3.4307692307692292,0.5,0.375,0.21212121212121213,0.5454545454545454,"HOME"
0.01,0.01,0.5588235294117647,0.47058823529411764,0.6029411764705941,-1.264705882352942,0.5,0.5,0.2857142857142857,0.6470588235294118,"VISITING"
0.01,2,0.47058823529411764,0.5373134328358209,-0.8382352941176521,0.3880597014925371,0.625,0.5,0.36363636363636365,0.5625,"HOME"
0.01,0.01,0.5441176470588235,0.3235294117647059,3.235294117647072,-3.779411764705884,0.625,0.25,0.2647058823529412,0.696969696969697,"HOME"
1,1,0.7910447761194029,0.3333333333333333,7.492537313432834,-4.5942028985507335,1,0,0.24242424242424243,0.9090909090909091,"HOME"
0.01,1,0.6176470588235294,0.5074626865671642,4.67647058823529,-1.1044776119402968,0.5,0.5,0.48484848484848486,0.7714285714285715,"HOME"
0.01,0.01,0.5217391304347826,0.3582089552238806,1.0434782608695627,-2.4029850746268693,0.75,0.625,0.1875,0.6764705882352942,"VISITING"
0.01,0.01,0.7647058823529411,0.5,8.044117647058826,-0.794117647058826,0.75,0.25,0.2857142857142857,0.8787878787878788,"HOME"
1,1,0.38235294117647056,0.6060606060606061,-1.691176470588232,2.8636363636363598,0.375,0.375,0.5151515151515151,0.5,"VISITING"
0.01,0.01,0.3333333333333333,0.3484848484848485,-5.956521739130423,-3.424242424242422,0.25,0.25,0.20588235294117646,0.47058823529411764,"VISITING"
0.01,1,0.29457364341085274,0.6865671641791045,-6.224806201550379,4.1791044776119435,0.375,0.75,0.59375,0.359375,"HOME"
0.01,2,0.2608695652173913,0.7246376811594203,-6.666666666666671,9.057971014492765,0.125,0.625,0.5882352941176471,0.2857142857142857,"VISITING"
0.01,1,0.6764705882352942,0.5294117647058824,4.014705882352942,0.235294117647058,0.625,0.375,0.35294117647058826,0.7714285714285715,"HOME"
1,0.01,0.6811594202898551,0.5882352941176471,6.608695652173907,1.4411764705882462,0.5,0.75,0.5625,0.7714285714285715,"HOME"
0.01,1,0.3,0.32857142857142857,-6.123076923076923,-4.728571428571428,0.5,0,0.23529411764705882,0.36923076923076925,"VISITING"
1,0.01,0.5373134328358209,0.6231884057971014,0.35820895522387275,4.956521739130437,0.25,0.625,0.45454545454545453,0.5294117647058824,"HOME"
1,0.01,0.6857142857142857,0.36231884057971014,4.871428571428567,-5,1,0.5,0.17142857142857143,0.9117647058823529,"HOME"
0.01,0.01,0.5571428571428572,0.36764705882352944,0.2142857142857082,-2.32352941176471,0.5,0.75,0.21212121212121213,0.6875,"HOME"
1,1,0.6119402985074627,0.37681159420289856,2.895522388059703,-1.7391304347826093,0.5,0.375,0.2647058823529412,0.696969696969697,"HOME"
1,0.01,0.5,0.5507246376811594,-1.441176470588232,0.4347826086956559,0.375,0.5,0.47058823529411764,0.5294117647058824,"VISITING"
0.01,0.01,0.32857142857142857,0.5797101449275363,-6.3142857142857025,1.3333333333333286,0.25,0.625,0.5454545454545454,0.45714285714285713,"VISITING"
1,0.01,0.7941176470588235,0.29770992366412213,7.588235294117652,-6.083969465648849,1,0.5,0.23076923076923078,0.9117647058823529,"HOME"
0.01,1,0.3582089552238806,0.5441176470588235,-2.910447761194021,0.3970588235294059,0.375,0.375,0.5454545454545454,0.5,"VISITING"
0.01,0.01,0.4782608695652174,0.4927536231884058,-0.681159420289859,-0.8840579710144993,0.625,0.25,0.2777777777777778,0.5757575757575758,"HOME"
0.01,0.01,0.5507246376811594,0.7681159420289855,3.7391304347826093,8.028985507246375,0.625,0.75,0.6571428571428571,0.7058823529411765,"HOME"
0.01,0.01,0.35714285714285715,0.38235294117647056,-5.014285714285705,-3.941176470588232,0.5,0.375,0.1935483870967742,0.5588235294117647,"VISITING"
3,0.01,0.7285714285714285,0.4782608695652174,9.042857142857144,-1.0869565217391255,0.625,0.5,0.3055555555555556,0.8571428571428571,"HOME"
0.01,0.01,0.6142857142857143,0.5571428571428572,4.842857142857142,0.5,0.5,0.625,0.4857142857142857,0.7777777777777778,"HOME"
0.01,1,0.29545454545454547,0.6901408450704225,-6.280303030303031,4.887323943661968,0.5,1,0.4722222222222222,0.36363636363636365,"HOME"
0.01,0.01,0.5633802816901409,0.5142857142857142,0.3380281690140805,0.9857142857142804,0.625,0.625,0.37142857142857144,0.696969696969697,"HOME"
0.01,0.01,0.36231884057971014,0.6811594202898551,-2.420289855072454,4.014492753623188,0.625,0.625,0.5757575757575758,0.5142857142857142,"HOME"
0.01,0.01,0.4857142857142857,0.391304347826087,-0.9428571428571502,-3.681159420289859,0.25,0.5,0.21875,0.7272727272727273,"HOME"
0.01,1,0.2571428571428571,0.7971014492753623,-6.6857142857142975,7.94202898550725,0.125,1,0.6764705882352942,0.2777777777777778,"VISITING"
1,1,0.5217391304347826,0.6176470588235294,0.1739130434782652,3.235294117647058,0.25,0.5,0.5294117647058824,0.7058823529411765,"VISITING"
1,1,0.4857142857142857,0.6857142857142857,-0.5999999999999943,6.6000000000000085,0.625,0.625,0.5882352941176471,0.5882352941176471,"HOME"
1,0.01,0.3380281690140845,0.35294117647058826,-4.647887323943664,-2.970588235294116,0.125,0.375,0.22857142857142856,0.4166666666666667,"VISITING"
1,0.01,0.37142857142857144,0.5492957746478874,-2.0857142857142748,0.4084507042253449,0.25,0.625,0.4722222222222222,0.4857142857142857,"VISITING"
0.01,1,0.3188405797101449,0.5142857142857142,-4.275362318840578,-0.04285714285714448,0.125,0.25,0.34285714285714286,0.38235294117647056,"VISITING"
0.01,0.01,0.4714285714285714,0.5857142857142857,-1.357142857142847,1.3428571428571416,0.5,0.625,0.5588235294117647,0.6666666666666666,"VISITING"
0.01,0.01,0.3007518796992481,0.2535211267605634,-6.05263157894737,-6.788732394366193,0.625,0.125,0.23529411764705882,0.373134328358209,"HOME"
1,0.01,0.5507246376811594,0.8,0.4927536231884062,8.02857142857144,0.5,1,0.6857142857142857,0.5428571428571428,"HOME"
0.01,1,0.7571428571428571,0.6805555555555556,7.900000000000006,4.4861111111111,0.625,0.875,0.4594594594594595,0.8823529411764706,"HOME"
0.01,0.01,0.5694444444444444,0.352112676056338,0.4166666666666714,-5.140845070422529,0.75,0.5,0.16666666666666666,0.7058823529411765,"VISITING"
0.01,0.01,0.5571428571428572,0.6197183098591549,3.700000000000003,4.859154929577471,0.75,0.625,0.4411764705882353,0.7142857142857143,"VISITING"
0.01,1,0.30597014925373134,0.676056338028169,-5.96268656716417,6.408450704225345,0.625,0.5,0.5714285714285714,0.38235294117647056,"VISITING"
0.01,0.01,0.36231884057971014,0.5070422535211268,-2.5942028985507193,0.8873239436619684,0.375,0.5,0.3611111111111111,0.48484848484848486,"VISITING"
2,0.01,0.7323943661971831,0.37142857142857144,9.197183098591552,-2.1999999999999886,0.625,0.75,0.20588235294117646,0.8611111111111112,"HOME"
0.01,0.01,0.49295774647887325,0.323943661971831,-0.7042253521126725,-6.25352112676056,0.375,0.125,0.2,0.7352941176470589,"HOME"
0.01,1,0.38571428571428573,0.4927536231884058,-3.857142857142861,-1.4927536231884062,0.5,0.25,0.47058823529411764,0.5405405405405406,"HOME"
1,0.01,0.6231884057971014,0.6714285714285714,3.4057971014492807,3.7714285714285722,0.625,0.5,0.5588235294117647,0.7058823529411765,"HOME"
0.01,0.01,0.49295774647887325,0.625,-0.49295774647886503,4.916666666666671,0.625,0.625,0.45714285714285713,0.6,"VISITING"
1,0.01,0.4857142857142857,0.5138888888888888,-1.585714285714289,0.9166666666666572,0.25,0.5,0.3783783783783784,0.5142857142857142,"HOME"
0.01,0.01,0.3194444444444444,0.3611111111111111,-6.375,-4.9722222222222285,0.125,0.5,0.1891891891891892,0.4444444444444444,"VISITING"
1,1,0.5211267605633803,0.5555555555555556,-0.028169014084497235,0.6666666666666714,0.375,0.625,0.4864864864864865,0.6857142857142857,"HOME"
1,0.01,0.6712328767123288,0.5915492957746479,4.410958904109592,1.5774647887323994,0.75,0.625,0.5714285714285714,0.9142857142857143,"HOME"
1,0.01,0.6285714285714286,0.3037037037037037,3.4571428571428555,-6.0222222222222115,0.75,0.625,0.22727272727272727,0.7142857142857143,"HOME"
0.01,0.01,0.3142857142857143,0.39436619718309857,-4.228571428571428,-3.690140845070431,0.125,0.5,0.21212121212121213,0.37142857142857144,"VISITING"
1,1,0.3333333333333333,0.36619718309859156,-4.902777777777786,-2.323943661971839,0.125,0.25,0.2571428571428571,0.40540540540540543,"VISITING"
0.01,0.01,0.6619718309859155,0.5492957746478874,3.6197183098591523,3.5211267605633765,0.375,0.625,0.4,0.7777777777777778,"HOME"
0.01,1,0.7605633802816901,0.6805555555555556,7.802816901408448,6.513888888888886,0.75,0.625,0.5833333333333334,0.8857142857142857,"HOME"
0.01,0.01,0.25,0.36619718309859156,-6.777777777777786,-2.492957746478865,0,0.625,0.2,0.2702702702702703,"HOME"
0.01,0.01,0.4647887323943662,0.5,-1.5915492957746409,-0.48611111111111427,0.5,0.375,0.2702702702702703,0.6470588235294118,"VISITING"
0.01,1,0.3014705882352941,0.7887323943661971,-6.044117647058812,7.859154929577457,0.5,0.875,0.6666666666666666,0.37681159420289856,"VISITING"
0.01,2,0.35714285714285715,0.7361111111111112,-2.5999999999999943,9.388888888888886,0.375,0.75,0.6,0.47058823529411764,"HOME"
0.01,0.01,0.547945205479452,0.2602739726027397,0.506849315068493,-6.61643835616438,0.5,0.125,0.22857142857142856,0.6285714285714286,"HOME"
0.01,0.01,0.5068493150684932,0.5833333333333334,-0.342465753424662,1.25,0.5,0.625,0.5555555555555556,0.7428571428571429,"HOME"
0.01,0.01,0.4027777777777778,0.29927007299270075,-3.5,-6.138686131386862,0.625,0.375,0.22388059701492538,0.5526315789473685,"HOME"
0.01,1,0.4861111111111111,0.5571428571428572,-0.8333333333333286,0.5428571428571445,0.625,0.5,0.5588235294117647,0.5833333333333334,"HOME"
0.01,0.01,0.5616438356164384,0.4583333333333333,0.3150684931506902,-1.7083333333333286,0.625,0.375,0.2972972972972973,0.6857142857142857,"HOME"
0.01,1,0.5416666666666666,0.6712328767123288,3.3472222222222285,6.397260273972606,0.625,0.5,0.5675675675675675,0.6944444444444444,"HOME"
0.01,0.01,0.3150684931506849,0.6301369863013698,-6.479452054794521,5.191780821917803,0.125,0.75,0.4722222222222222,0.43243243243243246,"VISITING"
0.01,0.01,0.3698630136986301,0.5068493150684932,-4.712328767123282,0.7671232876712395,0.625,0.375,0.3684210526315789,0.5428571428571428,"VISITING"
0.01,1,0.36619718309859156,0.6666666666666666,-2.450704225352112,3.694444444444443,0.5,0.5,0.5428571428571428,0.4857142857142857,"VISITING"
1,2,0.49295774647887325,0.726027397260274,-1.4225352112676006,9.150684931506845,0.375,0.625,0.5833333333333334,0.5277777777777778,"VISITING"
1,1,0.6338028169014085,0.5277777777777778,3.535211267605632,0.125,0.875,0.375,0.3611111111111111,0.7222222222222222,"HOME"
1,1,0.5492957746478874,0.3287671232876712,0.5070422535211208,-5.06849315068493,0.5,0.125,0.2571428571428571,0.5555555555555556,"HOME"
0.01,0.01,0.2971014492753623,0.30985915492957744,-6.152173913043484,-4.309859154929583,0.25,0.125,0.2571428571428571,0.37142857142857144,"HOME"
0.01,1,0.3611111111111111,0.375,-2.5277777777777715,-2.055555555555557,0.5,0.25,0.2777777777777778,0.5277777777777778,"HOME"
0.01,1,0.7638888888888888,0.7916666666666666,7.7222222222222285,8.013888888888886,0.75,0.875,0.6756756756756757,0.8888888888888888,"VISITING"
0.01,0.01,0.5540540540540541,0.3055555555555556,0.6216216216216282,-4.527777777777786,0.5,0,0.25,0.6388888888888888,"HOME"
0.01,1,0.3611111111111111,0.5205479452054794,-2.5972222222222143,-0.13698630136987333,0.375,0.25,0.35135135135135137,0.4722222222222222,"HOME"
1,0.01,0.4861111111111111,0.302158273381295,-1.5416666666666714,-5.9640287769784095,0.375,0.375,0.22058823529411764,0.5135135135135135,"HOME"
1,1,0.3698630136986301,0.32432432432432434,-2.2602739726027465,-5.013513513513516,0.25,0.125,0.25,0.4722222222222222,"VISITING"
0.01,0.01,0.547945205479452,0.25675675675675674,3.534246575342465,-6.648648648648646,0.625,0.125,0.2222222222222222,0.7027027027027027,"HOME"
1,0.01,0.6621621621621622,0.6351351351351351,6.081081081081081,5.229729729729726,0.5,0.875,0.4864864864864865,0.7777777777777778,"VISITING"
0.01,0.01,0.5135135135135135,0.4520547945205479,-0.21621621621621046,-2.0547945205479436,0.5,0.25,0.2894736842105263,0.75,"HOME"
1,0.01,0.6712328767123288,0.7534246575342466,3.821917808219183,7.589041095890408,0.625,0.75,0.6388888888888888,0.7837837837837838,"HOME"
0.01,1,0.3698630136986301,0.5555555555555556,-2.2602739726027465,0.5138888888888857,0.5,0.625,0.5428571428571428,0.5405405405405406,"HOME"
0.01,0.01,0.5135135135135135,0.4931506849315068,0.8243243243243228,-0.7945205479451971,0.5,0.625,0.3888888888888889,0.6571428571428571,"HOME"
1,1,0.7945205479452054,0.6388888888888888,7.93150684931507,3.75,0.875,1,0.5428571428571428,0.9142857142857143,"VISITING"
0.01,1,0.56,0.6438356164383562,0.7199999999999989,3.863013698630141,0.625,1,0.5555555555555556,0.6486486486486487,"VISITING"
1,1,0.5135135135135135,0.3333333333333333,-0.2702702702702595,-4.813333333333333,0.25,0.25,0.2702702702702703,0.6944444444444444,"HOME"
0.01,0.01,0.3013698630136986,0.5753424657534246,-4.5753424657534225,1.1095890410958873,0,0.5,0.5405405405405406,0.3611111111111111,"VISITING"
0.01,0.01,0.3,0.410958904109589,-6.128571428571433,-3.342465753424662,0.375,0.625,0.23529411764705882,0.38028169014084506,"HOME"
0.01,1,0.52,0.6756756756756757,-0.0799999999999983,4.64864864864866,0.625,0.75,0.4473684210526316,0.7567567567567568,"VISITING"
0.01,1,0.5675675675675675,0.3049645390070922,0.6756756756756772,-6.049645390070921,0.625,0.375,0.21739130434782608,0.6944444444444444,"HOME"
0.01,0.01,0.36486486486486486,0.5540540540540541,-4.716216216216225,3.5945945945945965,0.5,0.625,0.3888888888888889,0.5277777777777778,"VISITING"
1,0.01,0.6533333333333333,0.3108108108108108,5.960000000000008,-6.5,0.375,0.125,0.19444444444444445,0.7567567567567568,"HOME"
1,0.01,0.36486486486486486,0.3783783783783784,-2.364864864864856,-2.175675675675677,0.125,0.625,0.19444444444444445,0.4594594594594595,"HOME"
0.01,0.01,0.7432432432432432,0.25333333333333335,7.4594594594594525,-6.666666666666671,0.625,0.125,0.21621621621621623,0.8648648648648649,"HOME"
0.01,0.01,0.44594594594594594,0.6756756756756757,-2.1621621621621614,3.7972972972973054,0.25,0.625,0.5555555555555556,0.6285714285714286,"VISITING"
1,0.01,0.4931506849315068,0.3698630136986301,-1.1232876712328732,-2.4246575342465775,0.375,0.5,0.25,0.5263157894736842,"VISITING"
0.01,1,0.581081081081081,0.547945205479452,1.3378378378378386,0.4520547945205493,0.625,0.5,0.5277777777777778,0.6111111111111112,"VISITING"
1,0.01,0.68,0.4864864864864865,4.813333333333333,-1.0540540540540633,0.75,0.625,0.3783783783783784,0.9166666666666666,"HOME"
2,0.01,0.7297297297297297,0.7466666666666667,9.162162162162176,7.546666666666667,0.625,0.625,0.6216216216216216,0.8648648648648649,"HOME"
0.01,0.01,0.5526315789473685,0.40540540540540543,0.5394736842105345,-3.3648648648648702,0.5,0.5,0.22857142857142856,0.631578947368421,"VISITING"
1,0.01,0.52,0.2972972972972973,-0.19999999999998863,-4.756756756756758,0.375,0,0.24324324324324326,0.7027027027027027,"VISITING"
0.01,1,0.3028169014084507,0.7837837837837838,-6.077464788732385,7.662162162162161,0.25,0.75,0.6842105263157895,0.3888888888888889,"VISITING"
1,0.01,0.5540540540540541,0.25,0.47297297297296836,-6.763157894736835,0.625,0.125,0.21052631578947367,0.5675675675675675,"HOME"
0.01,0.01,0.36,0.48,-4.786666666666662,-1.0533333333333275,0.5,0.5,0.3684210526315789,0.5135135135135135,"VISITING"
0.01,0.01,0.30666666666666664,0.5733333333333334,-6.74666666666667,0.7999999999999972,0.125,0.75,0.4473684210526316,0.42105263157894735,"VISITING"
0.01,0.01,0.44,0.56,-2.373333333333335,3.680000000000007,0.25,0.75,0.40540540540540543,0.6111111111111112,"VISITING"
0.01,2,0.64,0.7333333333333333,5.200000000000003,9.199999999999989,0.875,0.625,0.5945945945945946,0.7837837837837838,"VISITING"
0.01,0.01,0.52,0.68,1.0799999999999983,3.9866666666666646,0.5,0.625,0.5675675675675675,0.6666666666666666,"HOME"
0.01,0.01,0.5131578947368421,0.3006993006993007,-0.3026315789473699,-6.104895104895107,0.625,0.25,0.21428571428571427,0.7368421052631579,"HOME"
0.01,1,0.3783783783783784,0.37333333333333335,-2.2702702702702737,-2.200000000000003,0.625,0.25,0.2702702702702703,0.4864864864864865,"VISITING"
1,1,0.6486486486486487,0.4864864864864865,3.986486486486484,-1.2297297297297263,1,0.25,0.45714285714285713,0.7297297297297297,"HOME"
0.01,0.01,0.7368421052631579,0.5454545454545454,7.28947368421052,0.3896103896103824,0.5,0.5,0.47368421052631576,0.868421052631579,"HOME"
0.01,0.01,0.5733333333333334,0.2986111111111111,1.2933333333333366,-6.145833333333329,0.5,0.25,0.2112676056338028,0.5945945945945946,"HOME"
1,0.01,0.6842105263157895,0.5657894736842105,4.763157894736835,3.868421052631575,0.75,0.75,0.42105263157894735,0.918918918918919,"HOME"
0.01,1,0.37333333333333335,0.32894736842105265,-2.2666666666666657,-4.815789473684205,0.5,0.25,0.2631578947368421,0.47368421052631576,"HOME"
0.01,0.01,0.37333333333333335,0.631578947368421,-2.280000000000001,4.84210526315789,0.5,0.75,0.5,0.5526315789473685,"HOME"
1,1,0.48,0.3815789473684211,-1.4533333333333331,-2.14473684210526,0.25,0.375,0.2894736842105263,0.5128205128205128,"HOME"
0.01,0.01,0.7866666666666666,0.41333333333333333,7.693333333333328,-3.173333333333332,0.75,0.625,0.25,0.8888888888888888,"HOME"
1,0.01,0.5131578947368421,0.3815789473684211,-0.27631578947368496,-2,0.375,0.5,0.1891891891891892,0.6842105263157895,"HOME"
1,0.01,0.3246753246753247,0.56,-4.8311688311688386,0.480000000000004,0.25,0.75,0.5405405405405406,0.39473684210526316,"HOME"
0.01,0.01,0.30666666666666664,0.24675324675324675,-4.61333333333333,-6.6883116883116855,0.125,0.125,0.20512820512820512,0.35135135135135137,"HOME"
0.01,0.01,0.4342105263157895,0.4868421052631579,-2.578947368421055,-0.9210526315789451,0.125,0.625,0.38461538461538464,0.5945945945945946,"VISITING"
0.01,0.01,0.5789473684210527,0.5194805194805194,0.8421052631579045,-0.1428571428571388,0.75,0.75,0.2894736842105263,0.7027027027027027,"VISITING"
1,1,0.6578947368421053,0.5263157894736842,6.2105263157894655,1.0921052631578902,0.5,0.5,0.38461538461538464,0.7631578947368421,"HOME"
0.01,0.01,0.35526315789473684,0.6710526315789473,-4.8421052631579045,3.9078947368421098,0.375,0.625,0.5526315789473685,0.5,"VISITING"
0.01,0.01,0.3026315789473684,0.296551724137931,-6.71052631578948,-6.165517241379305,0,0.25,0.20833333333333334,0.41025641025641024,"VISITING"
2,1,0.7368421052631579,0.6533333333333333,9.368421052631575,4.173333333333332,0.75,1,0.5675675675675675,0.868421052631579,"VISITING"
0.01,0.01,0.5789473684210527,0.40789473684210525,1.3947368421052602,-3.381578947368425,0.5,0.625,0.24324324324324326,0.6052631578947368,"HOME"
0.01,0.01,0.6753246753246753,0.3013698630136986,3.883116883116884,-6.102739726027394,0.625,0.375,0.2191780821917808,0.7894736842105263,"HOME"
1,1,0.5526315789473685,0.37662337662337664,0.28947368421052033,-2.337662337662337,0.625,0.375,0.28205128205128205,0.5789473684210527,"VISITING"
0.01,0.01,0.6233766233766234,0.3157894736842105,4.532467532467535,-4.473684210526329,0.625,0.25,0.2631578947368421,0.7631578947368421,"HOME"
0.01,0.01,0.5714285714285714,0.3815789473684211,0.7402597402597308,-2.1578947368420955,0.625,0.625,0.2702702702702703,0.6842105263157895,"HOME"
1,0.01,0.5584415584415584,0.2987012987012987,3.5844155844155807,-6.662337662337663,0.625,0,0.1891891891891892,0.7105263157894737,"HOME"
0.01,0.01,0.5194805194805194,0.29931972789115646,0.8961038961038952,-6.19047619047619,0.5,0.25,0.21621621621621623,0.6756756756756757,"HOME"
1,0.01,0.6578947368421053,0.37662337662337664,4.184210526315795,-2.116883116883116,1,0.5,0.18421052631578946,0.7368421052631579,"HOME"
0.01,2,0.5256410256410257,0.7272727272727273,-0.051282051282058205,9.181818181818173,0.875,0.75,0.6052631578947368,0.7435897435897436,"VISITING"
2,1,0.7894736842105263,0.4868421052631579,7.84210526315789,-1.2105263157894797,0.75,0.375,0.4444444444444444,0.8918918918918919,"HOME"
0.01,0.01,0.4025974025974026,0.5384615384615384,-3.6103896103896176,0.3589743589743648,0.5,0.375,0.46153846153846156,0.5641025641025641,"VISITING"
1,0.01,0.5194805194805194,0.5844155844155844,-0.12987012987012747,1.6493506493506374,0.5,0.625,0.5526315789473685,0.6923076923076923,"VISITING"
0.01,1,0.3116883116883117,0.3333333333333333,-4.480519480519476,-4.589743589743591,0.25,0.375,0.2564102564102564,0.3684210526315789,"VISITING"
0.01,0.01,0.4935064935064935,0.2948717948717949,-0.8441558441558357,-6.615384615384613,0.625,0,0.18421052631578946,0.5945945945945946,"VISITING"
1,1,0.6883116883116883,0.7402597402597403,4.935064935064929,7.220779220779221,0.75,0.5,0.6052631578947368,0.9210526315789473,"HOME"
1,0.01,0.6623376623376623,0.37662337662337664,6.3116883116883145,-2.337662337662337,0.5,0.5,0.2631578947368421,0.7692307692307693,"HOME"
0.01,0.01,0.42857142857142855,0.5256410256410257,-2.6103896103896034,0.987179487179489,0,0.625,0.375,0.5789473684210527,"VISITING"
1,1,0.3717948717948718,0.7922077922077922,-2.3589743589743506,7.88311688311687,0.375,0.75,0.6923076923076923,0.5641025641025641,"VISITING"
0.01,0.01,0.35064935064935066,0.2972972972972973,-4.805194805194816,-6.202702702702709,0.25,0.25,0.21333333333333335,0.48717948717948717,"HOME"
0.01,2,0.24358974358974358,0.4805194805194805,-6.679487179487182,-1.3376623376623513,0.125,0.375,0.43243243243243246,0.2894736842105263,"HOME"
1,1,0.5454545454545454,0.6623376623376623,0.24675324675324362,4.402597402597408,0.5,1,0.5789473684210527,0.5641025641025641,"HOME"
0.01,2,0.5769230769230769,0.7307692307692307,0.935897435897445,9.192307692307693,0.75,0.75,0.6153846153846154,0.6923076923076923,"VISITING"
0.01,1,0.5443037974683544,0.47435897435897434,0.6455696202531698,-1.4487179487179418,0.5,0.375,0.42105263157894735,0.6153846153846154,"HOME"
2,1,0.7948717948717948,0.5128205128205128,7.84615384615384,-0.2307692307692406,0.75,0.5,0.34210526315789475,0.8947368421052632,"HOME"
0.01,0.01,0.6282051282051282,0.5897435897435898,4.538461538461533,1.7307692307692406,0.75,0.625,0.5641025641025641,0.7692307692307693,"VISITING"
1,0.01,0.34177215189873417,0.2953020134228188,-4.443037974683548,-6.234899328859058,0.375,0.125,0.21052631578947367,0.41025641025641024,"HOME"
1,2,0.38461538461538464,0.5512820512820513,-2.2692307692307736,0.3333333333333286,0.5,0.5,0.5263157894736842,0.47368421052631576,"HOME"
0.01,1,0.3076923076923077,0.6538461538461539,-4.512820512820511,4.256410256410263,0.25,0.875,0.5641025641025641,0.358974358974359,"VISITING"
0.01,1,0.48717948717948717,0.6923076923076923,-0.9743589743589638,5,0.5,0.75,0.46153846153846156,0.5789473684210527,"HOME"
0.01,0.01,0.5316455696202531,0.569620253164557,1.063291139240505,0.6835443037974613,0.75,0.625,0.46153846153846156,0.6842105263157895,"HOME"
0.01,0.01,0.5641025641025641,0.6794871794871795,3.57692307692308,4.07692307692308,0.625,0.75,0.5641025641025641,0.717948717948718,"VISITING"
0.01,1,0.29333333333333333,0.6666666666666666,-6.326666666666668,6.435897435897431,0.125,0.5,0.5526315789473685,0.3835616438356164,"VISITING"
0.01,0.01,0.3670886075949367,0.3974358974358974,-2.392405063291136,-3.858974358974365,0.375,0.5,0.23684210526315788,0.55,"VISITING"
1,0.01,0.5189873417721519,0.3717948717948718,-0.17721518987342222,-2.512820512820511,0.75,0.5,0.2564102564102564,0.725,"HOME"
0.01,0.01,0.7307692307692307,0.358974358974359,7,-4.602564102564102,0.5,0.375,0.21052631578947367,0.8717948717948718,"HOME"
0.01,2,0.4230769230769231,0.7341772151898734,-2.6666666666666714,9.316455696202539,0,0.75,0.625,0.5641025641025641,"VISITING"
0.01,1,0.25316455696202533,0.5063291139240507,-6.4683544303797476,-0.3291139240506311,0.25,0.375,0.3333333333333333,0.3076923076923077,"VISITING"
0.01,1,0.2913907284768212,0.46835443037974683,-6.3046357615894095,-1.4936708860759467,0.125,0.25,0.41025641025641024,0.3783783783783784,"HOME"
0.01,1,0.6835443037974683,0.6708860759493671,4.075949367088597,6.39240506329115,0.875,0.625,0.5641025641025641,0.7948717948717948,"VISITING"
0.01,0.01,0.3670886075949367,0.3037974683544304,-2.569620253164558,-6.392405063291136,0.375,0.125,0.20512820512820512,0.48717948717948717,"HOME"
1,0.01,0.3924050632911392,0.5949367088607594,-2.12658227848101,1.8101265822784853,0.625,0.625,0.575,0.48717948717948717,"HOME"
1,1,0.7974683544303798,0.5443037974683544,7.848101265822791,0.21518987341771378,0.875,0.5,0.5128205128205128,0.8974358974358975,"HOME"
0.01,0.01,0.4050632911392405,0.3037974683544304,-3.6708860759493547,-4.582278481012651,0.5,0.25,0.2564102564102564,0.55,"HOME"
0.01,0.01,0.29605263157894735,0.4936708860759494,-6.19736842105263,-0.9240506329113884,0.25,0.5,0.4,0.38666666666666666,"VISITING"
1,0.01,0.6835443037974683,0.4177215189873418,4.898734177215189,-2.8354430379746844,0.625,0,0.28205128205128205,0.9230769230769231,"HOME"
