"homeInjuries","visitingInjuries","homeWLP","visitingWLP","homeDiff","visitingDiff","homeLast8WLP","visitingLast8WLP","visitingWLPAsVisitor","homeWLPAsHome","winningTeam"
1,0.01,0.5641025641025641,0.7380952380952381,0.1538461538461462,8.357142857142847,0.25,0.625,0.5909090909090909,0.6842105263157895,"VISITING"
0.01,0.01,0.3055555555555556,0.375,-5.694444444444443,-5.949999999999989,0.5,0.375,0.16666666666666666,0.3055555555555556,"VISITING"
0.01,1,0.6052631578947368,0.6578947368421053,2.1842105263157947,3.6578947368421098,0.75,0.625,0.5555555555555556,0.5238095238095238,"VISITING"
0.01,0.01,0.525,0.24390243902439024,-0.20000000000000284,-5.439024390243915,0.75,0.375,0.24,0.75,"HOME"
1,1,0.3013698630136986,0.6052631578947368,-5.671232876712338,1.026315789473685,0.5,0.375,0.55,0.2972972972972973,"VISITING"
0.01,0.01,0.4444444444444444,0.5121951219512195,-1.9166666666666714,1.4146341463414558,0.25,0.25,0.35,0.625,"HOME"
1,0.01,0.775,0.21621621621621623,8.975000000000009,-6,0.75,0.5,0.1111111111111111,0.8181818181818182,"HOME"
0.01,1,0.5128205128205128,0.5263157894736842,-2.128205128205124,-1.1052631578947398,0.5,0.5,0.5263157894736842,0.6842105263157895,"VISITING"
0.01,2,0.358974358974359,0.5128205128205128,-1.512820512820511,-0.6666666666666572,0.625,0.75,0.3888888888888889,0.47619047619047616,"HOME"
0.01,0.01,0.358974358974359,0.4146341463414634,-3.3333333333333286,-2.9756097560975547,0.25,0.5,0.2727272727272727,0.38095238095238093,"VISITING"
2,2,0.5714285714285714,0.8,2.285714285714292,9.275000000000006,0.75,0.875,0.7222222222222222,0.8333333333333334,"HOME"
1,0.01,0.35,0.4358974358974359,-2.075000000000003,1.6410256410256494,0.25,0.25,0.29411764705882354,0.5263157894736842,"HOME"
1,0.01,0.55,0.4594594594594595,0.024999999999991473,-1.5135135135135158,0.25,0.25,0.3,0.65,"HOME"
1,2,0.6578947368421053,0.6,4.973684210526315,2,0.5,0.875,0.47058823529411764,0.7368421052631579,"VISITING"
0.01,0.01,0.2972972972972973,0.5,-5.648648648648646,1.0714285714285694,0.375,0.125,0.3333333333333333,0.2894736842105263,"VISITING"
0.01,0.01,0.5897435897435898,0.425,2.051282051282058,1.4750000000000085,0.625,0.25,0.2777777777777778,0.5,"HOME"
1,1,0.6153846153846154,0.7804878048780488,1.1025641025641022,8.926829268292693,0.375,0.875,0.7222222222222222,0.6666666666666666,"HOME"
1,0.01,0.6666666666666666,0.6097560975609756,3.641025641025635,2.1951219512195195,0.625,0.75,0.4090909090909091,0.75,"VISITING"
0.01,0.01,0.5,0.21052631578947367,-2.2249999999999943,-6.026315789473685,0.375,0.5,0.10526315789473684,0.65,"VISITING"
1,1,0.425,0.7441860465116279,-4.125,8.279069767441868,0.25,0.75,0.6086956521739131,0.55,"VISITING"
0.01,0.01,0.29333333333333333,0.3902439024390244,-5.653333333333336,-5.707317073170728,0.375,0.375,0.21052631578947367,0.28205128205128205,"HOME"
0.01,2,0.23809523809523808,0.5,-5.571428571428569,-1.0250000000000057,0.25,0.625,0.3684210526315789,0.25,"HOME"
0.01,0.01,0.375,0.35,-1.0999999999999943,-3.4000000000000057,0.625,0.25,0.3333333333333333,0.5,"HOME"
1,2,0.7619047619047619,0.7804878048780488,8.547619047619051,8.975609756097555,0.75,0.75,0.6842105263157895,0.8260869565217391,"VISITING"
1,1,0.5384615384615384,0.4146341463414634,-0.9230769230769198,-4.146341463414629,0.625,0.25,0.3,0.5263157894736842,"HOME"
0.01,0.01,0.3026315789473684,0.5609756097560976,-5.4605263157894655,0.21951219512195053,0.5,0.375,0.45,0.3,"VISITING"
0.01,1,0.4473684210526316,0.6097560975609756,-1.6842105263157805,2.0243902439024453,0.25,0.875,0.5,0.6470588235294118,"VISITING"
0.01,0.01,0.6,0.3902439024390244,2.299999999999997,-0.7073170731707279,0.625,0.625,0.2222222222222222,0.5217391304347826,"HOME"
0.01,2,0.5116279069767442,0.5813953488372093,1.1860465116279073,2.302325581395351,0.125,0.75,0.375,0.6666666666666666,"VISITING"
1,2,0.625,0.7857142857142857,1.25,9.047619047619051,0.375,0.875,0.7,0.6842105263157895,"HOME"
0.01,0.01,0.4878048780487805,0.6190476190476191,-2.2439024390243816,2.1666666666666714,0.25,0.75,0.43478260869565216,0.6190476190476191,"HOME"
2,0.01,0.65,0.4146341463414634,3.5249999999999915,1.146341463414629,0.5,0.25,0.2631578947368421,0.7142857142857143,"HOME"
0.01,0.01,0.5365853658536586,0.23076923076923078,0.07317073170732158,-5.794871794871796,0.75,0.625,0.15,0.7647058823529411,"HOME"
0.01,1,0.6842105263157895,0.36585365853658536,5.421052631578945,-1.9024390243902474,0.5,0.375,0.19047619047619047,0.8421052631578947,"HOME"
0.01,0.01,0.75,0.2987012987012987,8.204545454545453,-5.545454545454547,0.75,0.5,0.3055555555555556,0.9,"HOME"
0.01,0.01,0.38095238095238093,0.3170731707317073,-5.785714285714278,-4.365853658536594,0.375,0.125,0.15,0.5454545454545454,"VISITING"
2,1,0.4878048780487805,0.6410256410256411,-1.1219512195121837,4.769230769230774,0.5,0.5,0.5789473684210527,0.6190476190476191,"VISITING"
0.01,1,0.3333333333333333,0.7441860465116279,-4.023809523809518,8.069767441860463,0.25,0.625,0.6842105263157895,0.47619047619047616,"HOME"
0.01,1,0.34146341463414637,0.35714285714285715,-3.682926829268297,-2.0238095238095326,0.25,0.375,0.18181818181818182,0.36363636363636365,"VISITING"
1,2,0.5714285714285714,0.47619047619047616,0.5,-1.1666666666666714,0.5,0.375,0.35,0.6666666666666666,"HOME"
2,1,0.6585365853658537,0.6190476190476191,3.7560975609756184,2.166666666666657,0.5,0.875,0.5263157894736842,0.7272727272727273,"HOME"
0.01,1,0.6097560975609756,0.6341463414634146,2.317073170731703,1.3414634146341484,0.75,0.5,0.5714285714285714,0.5416666666666666,"HOME"
0.01,1,0.2558139534883721,0.55,-5.325581395348834,-0.6999999999999886,0.375,0.75,0.55,0.29411764705882354,"HOME"
0.01,0.01,0.42857142857142855,0.7555555555555555,-2.761904761904759,8.111111111111114,0.625,0.875,0.625,0.5789473684210527,"VISITING"
1,1,0.6923076923076923,0.38095238095238093,5.461538461538467,-0.7619047619047592,0.625,0.5,0.21052631578947367,0.85,"HOME"
0.01,0.01,0.2948717948717949,0.5,-5.525641025641036,0.931818181818187,0.375,0.125,0.36363636363636365,0.2926829268292683,"VISITING"
0.01,0.01,0.40476190476190477,0.5476190476190477,0.8095238095238102,0.1666666666666572,0.25,0.75,0.375,0.5454545454545454,"HOME"
0.01,0.01,0.225,0.4358974358974359,-5.75,-1.8461538461538538,0.625,0.125,0.2857142857142857,0.3157894736842105,"HOME"
0.01,3,0.37209302325581395,0.7674418604651163,-5.883720930232556,8.720930232558146,0.375,0.75,0.6666666666666666,0.5217391304347826,"VISITING"
0.01,1,0.5111111111111111,0.6046511627906976,1.3111111111111171,1.558139534883722,0.25,0.75,0.5,0.6363636363636364,"HOME"
0.01,0.01,0.2911392405063291,0.425,-5.683544303797461,-2.125,0.25,0.125,0.2727272727272727,0.2857142857142857,"HOME"
0.01,0.01,0.24390243902439024,0.6190476190476191,-5.292682926829272,2.642857142857139,0.625,0.75,0.7058823529411765,0.35,"HOME"
1,0.01,0.37209302325581395,0.2727272727272727,-1.9302325581395365,-5.0909090909090935,0.375,0.5,0.23076923076923078,0.55,"VISITING"
2,0.01,0.5909090909090909,0.36363636363636365,2.4772727272727195,-5.977272727272734,0.75,0.375,0.2,0.8421052631578947,"HOME"
1,1,0.5365853658536586,0.6190476190476191,-0.8048780487804805,0.9285714285714306,0.625,0.5,0.5454545454545454,0.55,"HOME"
0.01,0.01,0.5348837209302325,0.6046511627906976,-0.25581395348837077,1.6511627906976827,0.75,0.625,0.4166666666666667,0.7777777777777778,"HOME"
0.01,1,0.5,0.7272727272727273,-1.7142857142857082,7.772727272727266,0.25,0.5,0.65,0.6363636363636364,"HOME"
0.01,0.01,0.7608695652173914,0.3488372093023256,8.065217391304344,-3.8139534883720927,0.875,0.375,0.19047619047619047,0.9047619047619048,"HOME"
1,1,0.40476190476190477,0.65,-4.238095238095227,4.7250000000000085,0.25,0.5,0.6,0.5238095238095238,"HOME"
1,1,0.6341463414634146,0.5813953488372093,4.195121951219505,0.7674418604651123,0.375,0.5,0.47619047619047616,0.7,"HOME"
2,0.01,0.46511627906976744,0.7,-1.418604651162795,5.875,0.25,0.625,0.5263157894736842,0.5909090909090909,"HOME"
0.01,0.01,0.4186046511627907,0.3409090909090909,-2.83720930232559,-3.9318181818181728,0.625,0.375,0.18181818181818182,0.55,"HOME"
0.01,0.01,0.3333333333333333,0.37209302325581395,-3.642857142857153,-1.2558139534883708,0.25,0.375,0.2,0.34782608695652173,"VISITING"
1,0.01,0.7111111111111111,0.5116279069767442,7.577777777777783,-1.6511627906976685,0.5,0.25,0.35,0.7916666666666666,"HOME"
0.01,2,0.4186046511627907,0.7727272727272727,1.2093023255814046,8.75,0.375,0.75,0.6818181818181818,0.5652173913043478,"HOME"
2,0.01,0.6666666666666666,0.3,4.238095238095241,-5.6000000000000085,0.5,0.25,0.2972972972972973,0.7391304347826086,"VISITING"
1,0.01,0.5909090909090909,0.32558139534883723,1.2272727272727337,-3.6046511627907023,0.625,0.25,0.3157894736842105,0.6956521739130435,"HOME"
1,0.01,0.6046511627906976,0.30864197530864196,2.279069767441868,-5.432098765432102,0.75,0.375,0.3157894736842105,0.56,"HOME"
1,0.01,0.6,0.5909090909090909,3.0444444444444514,1.5227272727272663,0.75,0.5,0.4,0.85,"HOME"
1,1,0.36363636363636365,0.6046511627906976,-1.9090909090909207,0.7441860465116292,0.25,0.375,0.5217391304347826,0.5238095238095238,"VISITING"
0.01,0.01,0.5454545454545454,0.5217391304347826,-0.1590909090909065,1.5652173913043583,0.75,0.375,0.391304347826087,0.7894736842105263,"VISITING"
0.01,0.01,0.2619047619047619,0.35555555555555557,-4.857142857142847,-6.466666666666669,0.625,0.375,0.19047619047619047,0.38095238095238093,"VISITING"
1,2,0.4186046511627907,0.6511627906976745,-3.7441860465116292,3.9534883720930196,0.375,0.5,0.5789473684210527,0.5454545454545454,"VISITING"
0.01,0.01,0.28888888888888886,0.6136363636363636,-4.955555555555563,1,0.5,0.5,0.5416666666666666,0.3333333333333333,"VISITING"
0.01,0.01,0.5,0.4318181818181818,-1.9090909090909065,-2.431818181818187,0.25,0.75,0.30434782608695654,0.6521739130434783,"HOME"
1,1,0.38636363636363635,0.5476190476190477,-1.181818181818187,-0.6190476190476204,0.5,0.625,0.5238095238095238,0.5217391304347826,"VISITING"
0.01,0.01,0.4318181818181818,0.3048780487804878,1.3863636363636402,-5.463414634146332,0.5,0.375,0.3076923076923077,0.5833333333333334,"HOME"
0.01,1,0.5681818181818182,0.35555555555555557,0.7045454545454533,-2.13333333333334,0.5,0.25,0.21739130434782608,0.6818181818181818,"HOME"
2,0.01,0.4772727272727273,0.3695652173913043,-1.3409090909090935,-6.282608695652172,0.25,0.375,0.22727272727272727,0.6086956521739131,"HOME"
1,1,0.6,0.6829268292682927,1.6444444444444457,5.682926829268297,0.625,0.625,0.5,0.7083333333333334,"VISITING"
0.01,0.01,0.7659574468085106,0.30120481927710846,8.085106382978722,-5.457831325301214,1,0.375,0.3,0.9090909090909091,"HOME"
1,1,0.5581395348837209,0.6136363636363636,0.023255813953483084,2.4090909090909065,0.75,0.75,0.6666666666666666,0.5714285714285714,"VISITING"
2,0.01,0.6086956521739131,0.5319148936170213,3,2.489361702127667,0.75,0.5,0.4166666666666667,0.8571428571428571,"HOME"
0.01,2,0.5777777777777777,0.37777777777777777,1.4666666666666686,-1.75555555555556,0.375,0.375,0.23809523809523808,0.8421052631578947,"HOME"
0.01,1,0.4146341463414634,0.717391304347826,-2.0975609756097526,7.695652173913047,0.125,0.5,0.6190476190476191,0.6111111111111112,"VISITING"
0.01,0.01,0.3333333333333333,0.4444444444444444,-4.177777777777777,1.4666666666666544,0.375,0.5,0.25,0.5,"HOME"
1,0.01,0.4090909090909091,0.2558139534883721,-3.7272727272727337,-4.790697674418595,0.375,0.5,0.14285714285714285,0.5217391304347826,"HOME"
0.01,0.01,0.5333333333333333,0.2976190476190476,-1.1555555555555515,-5.678571428571431,0.625,0.25,0.2926829268292683,0.75,"HOME"
1,0.01,0.6428571428571429,0.3181818181818182,4.142857142857139,-3.9772727272727337,0.5,0.125,0.3,0.7142857142857143,"HOME"
0.01,0.01,0.6222222222222222,0.4222222222222222,1.2666666666666657,-2.4222222222222314,0.625,0.625,0.2916666666666667,0.7,"HOME"
3,1,0.7555555555555555,0.6590909090909091,8.355555555555554,3.9318181818181728,0.625,0.625,0.6,0.8636363636363636,"HOME"
2,0.01,0.4888888888888889,0.3111111111111111,-0.9111111111111114,-4.24444444444444,0.25,0.125,0.2857142857142857,0.625,"HOME"
1,1,0.5869565217391305,0.6222222222222222,1.173913043478251,2.711111111111123,0.5,0.75,0.6842105263157895,0.68,"HOME"
1,0.01,0.3695652173913043,0.2826086956521739,-2.1304347826087024,-5.1304347826087024,0.375,0.5,0.25925925925925924,0.5,"HOME"
0.01,0.01,0.34782608695652173,0.41304347826086957,-3.9565217391304373,-2.434782608695656,0.5,0.5,0.28,0.5217391304347826,"VISITING"
2,0.01,0.6170212765957447,0.29411764705882354,3.1063829787234027,-5.670588235294119,0.75,0.25,0.2857142857142857,0.8636363636363636,"HOME"
0.01,0.01,0.5869565217391305,0.6904761904761905,1.8478260869565162,6.023809523809518,0.5,0.75,0.5238095238095238,0.85,"HOME"
1,1,0.34782608695652173,0.723404255319149,-2.108695652173921,7.659574468085111,0.25,0.5,0.6363636363636364,0.5,"HOME"
0.01,0.01,0.40476190476190477,0.43478260869565216,-2.19047619047619,1.3043478260869534,0.125,0.375,0.23809523809523808,0.5789473684210527,"VISITING"
1,0.01,0.6444444444444445,0.25,3.4666666666666686,-4.86363636363636,0.625,0.5,0.13636363636363635,0.7083333333333334,"HOME"
0.01,0.01,0.5434782608695652,0.5111111111111111,-1.0217391304347814,-1.8222222222222229,0.75,0.375,0.3333333333333333,0.7619047619047619,"HOME"
1,0.01,0.4222222222222222,0.3617021276595745,-3.4666666666666686,-6.531914893617014,0.5,0.25,0.21739130434782608,0.5416666666666666,"HOME"
1,1,0.6511627906976745,0.5454545454545454,4.418604651162795,-0.3409090909090935,0.625,0.625,0.5454545454545454,0.7272727272727273,"HOME"
0.01,1,0.5777777777777777,0.6086956521739131,0.7111111111111228,2.565217391304344,0.625,0.625,0.65,0.6956521739130435,"VISITING"
0.01,0.01,0.5208333333333334,0.29069767441860467,2.270833333333343,-5.779069767441854,0.5,0.25,0.27906976744186046,0.6521739130434783,"HOME"
0.01,2,0.2765957446808511,0.7608695652173914,-5.40425531914893,8.543478260869563,0.5,0.625,0.6521739130434783,0.3157894736842105,"HOME"
0.01,0.01,0.6304347826086957,0.3404255319148936,1.3043478260869534,-4.085106382978722,0.75,0.375,0.17391304347826086,0.7142857142857143,"HOME"
0.01,0.01,0.7708333333333334,0.24444444444444444,8.416666666666671,-4.955555555555549,1,0.375,0.13043478260869565,0.9130434782608695,"HOME"
0.01,0.01,0.5,0.5531914893617021,-1.9782608695652044,-0.8085106382978751,0.375,0.75,0.36,0.6666666666666666,"HOME"
1,0.01,0.6590909090909091,0.3541666666666667,4.545454545454547,-6.583333333333329,0.75,0.25,0.20833333333333334,0.7391304347826086,"HOME"
1,0.01,0.5333333333333333,0.30434782608695654,-0.5555555555555571,-4.434782608695656,0.625,0,0.2727272727272727,0.5454545454545454,"HOME"
0.01,0.01,0.3953488372093023,0.28735632183908044,-2.3953488372092977,-5.873563218390814,0.125,0.25,0.2727272727272727,0.55,"HOME"
2,1,0.5,0.7083333333333334,-0.6086956521739069,6.979166666666657,0.375,0.375,0.6086956521739131,0.64,"HOME"
1,0.01,0.3829787234042553,0.44680851063829785,-1.7021276595744723,1.5106382978723332,0.5,0.5,0.2727272727272727,0.52,"VISITING"
1,0.01,0.3617021276595745,0.6744186046511628,-1.5319148936170137,5.581395348837205,0.375,0.625,0.5,0.5217391304347826,"VISITING"
0.01,0.01,0.6818181818181818,0.2840909090909091,5.795454545454547,-6.13636363636364,0.75,0.125,0.26666666666666666,0.8571428571428571,"HOME"
0.01,1,0.5957446808510638,0.6170212765957447,2.085106382978722,2.8723404255319025,0.5,0.75,0.6666666666666666,0.8571428571428571,"HOME"
3,0.01,0.7446808510638298,0.425531914893617,8.255319148936167,-2.1702127659574444,0.5,0.5,0.3076923076923077,0.8695652173913043,"HOME"
1,1,0.6666666666666666,0.375,5.311111111111117,-1.6875,0.75,0.375,0.22727272727272727,0.75,"HOME"
0.01,0.01,0.2391304347826087,0.6938775510204082,-5.065217391304344,6.7959183673469425,0.375,0.25,0.5833333333333334,0.36363636363636365,"HOME"
0.01,0.01,0.5416666666666666,0.3469387755102041,-0.9166666666666714,-7.244897959183675,0.625,0.125,0.2,0.7727272727272727,"HOME"
0.01,0.01,0.4090909090909091,0.5106382978723404,-1.681818181818187,-1.808510638297875,0.25,0.5,0.3181818181818182,0.5714285714285714,"VISITING"
1,0.01,0.43478260869565216,0.2978723404255319,-3.1956521739130466,-4.531914893617014,0.5,0,0.2608695652173913,0.56,"HOME"
0.01,0.01,0.6041666666666666,0.5652173913043478,2.25,0.3260869565217348,0.625,0.5,0.45454545454545453,0.8636363636363636,"HOME"
1,0.01,0.5957446808510638,0.4583333333333333,1.234042553191486,1.5,0.625,0.625,0.30434782608695654,0.6923076923076923,"VISITING"
2,1,0.625,0.5434782608695652,3.354166666666657,-0.3478260869565162,0.75,0.625,0.5217391304347826,0.8695652173913043,"HOME"
0.01,0.01,0.5306122448979592,0.6382978723404256,2.5102040816326507,1.7021276595744723,0.625,0.75,0.56,0.6666666666666666,"HOME"
0.01,0.01,0.6521739130434783,0.3333333333333333,3.5869565217391397,-4.416666666666671,0.625,0.375,0.16666666666666666,0.72,"VISITING"
0.01,1,0.5531914893617021,0.6382978723404256,0.0851063829787222,3.38297872340425,0.5,0.5,0.5714285714285714,0.6666666666666666,"HOME"
1,2,0.3541666666666667,0.5106382978723404,-1.8125,-0.5531914893617085,0.375,0.5,0.3333333333333333,0.5,"VISITING"
1,1,0.3673469387755102,0.5833333333333334,-1.9387755102040813,1.0208333333333286,0.25,0.5,0.47619047619047616,0.5,"VISITING"
0.01,0.01,0.2916666666666667,0.2808988764044944,-5.1875,-6.1235955056179705,0.625,0,0.2608695652173913,0.35,"HOME"
0.01,0.01,0.4166666666666667,0.5208333333333334,-2.5625,-1.7291666666666714,0.375,0.625,0.34782608695652173,0.5714285714285714,"HOME"
3,0.01,0.75,0.625,8.520833333333329,1.0208333333333428,0.5,0.625,0.5384615384615384,0.875,"HOME"
0.01,0.01,0.6888888888888889,0.54,5.7777777777777715,3.0799999999999983,0.75,0.75,0.4,0.8636363636363636,"HOME"
0.01,0.01,0.44680851063829785,0.6122448979591837,-2.765957446808514,2.4285714285714306,0.625,0.625,0.38461538461538464,0.5769230769230769,"VISITING"
0.01,0.01,0.2916666666666667,0.68,-4.791666666666671,6.5,0,0.25,0.56,0.3333333333333333,"VISITING"
0.01,1,0.2553191489361702,0.6739130434782609,-4.7872340425531945,5.5,0.375,0.75,0.5714285714285714,0.391304347826087,"HOME"
0.01,1,0.5510204081632653,0.5319148936170213,-0.7551020408163254,-0.5106382978723332,0.625,0.5,0.5,0.782608695652174,"HOME"
0.01,1,0.4,0.7755102040816326,-1.6888888888888829,8.448979591836732,0.125,1,0.64,0.5454545454545454,"VISITING"
0.01,0.01,0.2777777777777778,0.3469387755102041,-6.3555555555555685,-4.2040816326530575,0,0.5,0.2,0.3023255813953488,"HOME"
2,0.01,0.5208333333333334,0.46938775510204084,-0.4583333333333286,1.6530612244897895,0.625,0.75,0.3333333333333333,0.6538461538461539,"HOME"
2,1,0.6326530612244898,0.6041666666666666,3.448979591836732,2.6041666666666714,0.875,0.625,0.6363636363636364,0.875,"HOME"
0.01,0.01,0.5625,0.2857142857142857,0.3125,-6.186813186813183,0.625,0.125,0.2553191489361702,0.68,"VISITING"
1,1,0.2708333333333333,0.5918367346938775,-4.479166666666671,1.0612244897959187,0.5,0.5,0.5,0.4166666666666667,"HOME"
0.01,0.01,0.29347826086956524,0.46,-6,1.2000000000000028,0.25,0.75,0.32,0.3181818181818182,"VISITING"
0.01,1,0.56,0.5918367346938775,-0.45999999999999375,1.8979591836734784,0.625,0.5,0.6086956521739131,0.7916666666666666,"VISITING"
0.01,0.01,0.30612244897959184,0.2857142857142857,-4.530612244897966,-4.897959183673464,0.625,0,0.25,0.38095238095238093,"HOME"
0.01,1,0.36,0.78,-1.9599999999999937,8.480000000000004,0.25,1,0.6538461538461539,0.48148148148148145,"HOME"
0.01,0.01,0.625,0.6122448979591837,3.083333333333343,0.5714285714285836,0.5,0.5,0.5185185185185185,0.6923076923076923,"HOME"
0.01,0.01,0.5294117647058824,0.5102040816326531,2.901960784313715,-1.816326530612244,0.625,0.625,0.3333333333333333,0.68,"HOME"
0.01,1,0.62,0.3469387755102041,2.760000000000005,-1.857142857142847,0.625,0.25,0.20833333333333334,0.8695652173913043,"VISITING"
1,1,0.6956521739130435,0.6862745098039216,5.782608695652172,6.568627450980387,0.75,0.375,0.5769230769230769,0.8695652173913043,"HOME"
3,0.01,0.7551020408163265,0.34,8.775510204081641,-4.299999999999997,0.625,0.375,0.19230769230769232,0.88,"HOME"
0.01,1,0.391304347826087,0.6595744680851063,-1.8695652173912976,5.170212765957444,0.125,0.75,0.5454545454545454,0.5217391304347826,"VISITING"
0.01,0.01,0.4375,0.2903225806451613,-3.1041666666666714,-6.010752688172033,0.5,0.25,0.2708333333333333,0.5555555555555556,"HOME"
0.01,2,0.32,0.64,-4.219999999999999,4.019999999999996,0.75,1,0.4,0.4090909090909091,"VISITING"
0.01,0.01,0.42857142857142855,0.6,-2.3877551020408134,0.4399999999999977,0.5,0.5,0.5,0.5909090909090909,"HOME"
1,0.01,0.5208333333333334,0.37254901960784315,-0.7916666666666714,-1.7254901960784252,0.375,0.375,0.21739130434782608,0.5652173913043478,"VISITING"
0.01,0.01,0.34,0.5490196078431373,-7.240000000000009,-0.529411764705884,0.125,0.625,0.34615384615384615,0.5,"HOME"
2,2,0.5306122448979592,0.6470588235294118,-0.020408163265301482,4.098039215686271,0.75,1,0.4230769230769231,0.6666666666666666,"HOME"
1,1,0.58,0.7647058823529411,0.7399999999999949,8.117647058823522,0.375,0.875,0.6296296296296297,0.6666666666666666,"VISITING"
0.01,0.01,0.35294117647058826,0.5384615384615384,-6.882352941176464,3.1346153846153726,0.25,0.75,0.38461538461538464,0.52,"HOME"
1,1,0.6666666666666666,0.6730769230769231,5.1875,6.019230769230774,0.75,0.375,0.5555555555555556,0.76,"VISITING"
0.01,0.01,0.7021276595744681,0.47058823529411764,6.127659574468083,1.3137254901960773,0.75,0.75,0.34615384615384615,0.875,"HOME"
1,0.01,0.36,0.2872340425531915,-1.7800000000000011,-6.063829787234042,0.375,0.25,0.2653061224489796,0.48,"HOME"
0.01,0.01,0.28,0.5,-5.019999999999996,-2.0799999999999983,0,0.5,0.32,0.32,"HOME"
0.01,3,0.3333333333333333,0.76,-4.823529411764696,9.219999999999999,0.25,0.625,0.625,0.5,"VISITING"
1,0.01,0.6326530612244898,0.3829787234042553,3.142857142857153,-1.957446808510639,0.5,0.125,0.2608695652173913,0.7037037037037037,"HOME"
0.01,0.01,0.44,0.5510204081632653,-1.8400000000000034,0.08163265306122014,0.5,0.5,0.43478260869565216,0.6086956521739131,"VISITING"
0.01,2,0.28421052631578947,0.54,-6.136842105263156,0.060000000000002274,0.25,0.875,0.36363636363636365,0.3111111111111111,"HOME"
0.01,0.01,0.6078431372549019,0.5686274509803921,2.6666666666666714,0.235294117647058,0.625,0.375,0.4782608695652174,0.8333333333333334,"VISITING"
1,1,0.6,0.7692307692307693,1.9399999999999977,8.442307692307693,0.5,0.875,0.6428571428571429,0.5769230769230769,"VISITING"
0.01,0.01,0.3137254901960784,0.375,-4.294117647058826,-2.2708333333333286,0.625,0.125,0.25,0.391304347826087,"VISITING"
1,0.01,0.38461538461538464,0.2916666666666667,-1.5961538461538538,-6.041666666666671,0.375,0.375,0.26,0.5,"VISITING"
0.01,1,0.4489795918367347,0.6792452830188679,-2.816326530612244,6.169811320754718,0.625,0.5,0.5714285714285714,0.5714285714285714,"VISITING"
1,0.01,0.5102040816326531,0.2857142857142857,-0.8775510204081627,-4.08163265306122,0.375,0.5,0.125,0.5416666666666666,"VISITING"
1,1,0.37254901960784315,0.6346153846153846,-1.4901960784313673,3.9423076923076934,0.375,0.875,0.4074074074074074,0.5,"HOME"
0.01,0.01,0.5882352941176471,0.5283018867924528,-0.05882352941176805,2.9622641509433976,0.5,0.625,0.37037037037037035,0.7272727272727273,"VISITING"
0.01,0.01,0.46153846153846156,0.3269230769230769,1.0961538461538396,-5.269230769230774,0.625,0.25,0.18518518518518517,0.6,"HOME"
0.01,2,0.5384615384615384,0.7647058823529411,-0.7307692307692406,9.588235294117652,0.5,0.75,0.64,0.76,"HOME"
1,0.01,0.64,0.36538461538461536,3.4200000000000017,-6.634615384615387,0.5,0.375,0.19230769230769232,0.7142857142857143,"HOME"
1,0.01,0.7083333333333334,0.49019607843137253,6.208333333333343,-2.1568627450980387,0.75,0.375,0.3076923076923077,0.88,"HOME"
0.01,0.01,0.29411764705882354,0.56,-4.803921568627445,0.1599999999999966,0.125,0.5,0.4583333333333333,0.34615384615384615,"VISITING"
2,1,0.5294117647058824,0.5882352941176471,0,1.6274509803921546,0.875,0.5,0.625,0.6785714285714286,"HOME"
0.01,2,0.5769230769230769,0.6226415094339622,0.326923076923066,3.8490566037735903,0.5,0.75,0.39285714285714285,0.6428571428571429,"HOME"
0.01,0.01,0.5961538461538461,0.29896907216494845,2.5192307692307736,-5.7835051546391725,0.625,0.5,0.27450980392156865,0.8,"HOME"
0.01,0.01,0.3076923076923077,0.7735849056603774,-4.365384615384613,8.547169811320757,0.5,0.875,0.6551724137931034,0.375,"VISITING"
0.01,0.01,0.43137254901960786,0.3584905660377358,-1.882352941176464,-6.64150943396227,0.5,0.375,0.18518518518518517,0.5833333333333334,"HOME"
0.01,0.01,0.37735849056603776,0.3,-1.9245283018867951,-3.760000000000005,0.375,0.5,0.16,0.4827586206896552,"HOME"
1,0.01,0.6851851851851852,0.5370370370370371,6.370370370370367,3.074074074074062,0.5,0.625,0.39285714285714285,0.8,"HOME"
0.01,0.01,0.3877551020408163,0.5471698113207547,-2.0612244897959187,-0.4339622641509351,0.25,0.625,0.3333333333333333,0.5,"VISITING"
1,1,0.6530612244897959,0.38461538461538464,4.795918367346928,-1.4423076923076934,0.75,0.5,0.24,0.7307692307692307,"VISITING"
0.01,0.01,0.29591836734693877,0.4807692307692308,-5.969387755102048,-2.365384615384613,0.5,0.375,0.2962962962962963,0.32608695652173914,"HOME"
1,0.01,0.5,0.44,-1.1000000000000085,-3.1000000000000085,0.25,0.625,0.2857142857142857,0.52,"HOME"
1,1,0.4716981132075472,0.6909090909090909,1.1886792452830264,6.436363636363637,0.625,0.5,0.5862068965517241,0.6153846153846154,"VISITING"
2,0.01,0.75,0.7142857142857143,9.115384615384627,6.346938775510196,0.625,0.875,0.5217391304347826,0.8846153846153846,"VISITING"
2,2,0.6111111111111112,0.5384615384615384,3.574074074074076,0.03846153846154721,0.625,0.875,0.34782608695652173,0.88,"HOME"
0.01,1,0.5849056603773585,0.5098039215686274,0.5283018867924483,-1.0392156862745026,0.5,0.25,0.48,0.6551724137931034,"HOME"
